genre,lyrics,avg_stanza_len,avg_line_len
Rock,"(one two)
In our endeavor we are never seeing eye to eye
No guts to sever so forever may we wave goodbye
And you're always telling me that it's my turn to move
When I wonder what could make the needle jump the groove
I won't fall for the oldest trick in the book
So don't sit there and think you're off of the hook
By saying there is no use changing 'cause

That's just what you are
That's just what you are

Acting steady always ready to defend your fears
What's the matter with the truth, did I offend your ears
By suggesting that a change might be a thing to try
Like it would kill you just to try and be a nicer guy
It's not like you would lose some critical piece
If somehow you moved point A to point B
Maintaining there is no point changing 'cause

That's just what you are
That's just what you are

Now I could talk to you till I'm blue in the face
But we still would arrive at the very same place
With you running around and me out of the race

So maybe you're right, nobody can take
Something older than time and hope you could make
It better, that would be a mistake
So take it just so far

'Cause that's just what you are
That's just what you are
That's just what you are

Acting steady always ready to defend your fears
What's the matter with the truth, did I offend your ears
You're like a sleepwalking man, it's a danger to wake you
Even when it is apparent where your actions will take you

That's just what you are
And that's just what you are
That's just what you are
That's just what you are",4.111111111111111,8.108108108108109
Punk,"So, I guess by now, You're already cool.
Nothing like earlier today,
when I thought that all the things
that you had said...
You just got carried away.
How do you return from a weekend like this?
This is a fucked up holiday. 
I'm feeling confused.
I'm feeling, not mislead...
But like i'm just a fool.

And if you say it now,
there are already roses on our grave.

I've never counted on the road quite like this.
It's the only solid thing today.
Cause i'm just holding on,
hardly awake, so mixed up in everything.

And if you say it now,
there are already roses on our grave.",4.5,6.055555555555555
Electronic,"Does it really matter what i feel
When i shove it down inside?
Does it really matter if i care
When no life's behind these eyes?
Of mine
Of mine
It never mattered what I felt
I kept it hidden all along
It never mattered if I cared
No life will ever shine again
I never mattered much to you
I always thought that you cared
Does it matter anymore?
I could have been happy
I could have been so happy
I never mattered, you never cared
This is worthless
This is hopeless
You never cared
You never will
Cease to love
And seas of hate
I bear the cross of
Years of pain
I bear the cross",25.0,4.72
RnB,"Caught up in a web of deception, from this shit I done learned new lessonsSo what you do, you keep on playing, you play on, playerFrom love to confusion you keep getting but you keep los?sunSo what cha find comforting you?ve proven, booz ?on, heart bruis? on I?m the one, from the high note to the low pains you see destruction but your like a man, All the voices their hid in your head, they all laugh ha ha ha ha ha yeahFrom your denials to your delusions everything you gain you keep los?sonWhat you not know it?s an elusion, so what the hell your doingHe?s looking and looking, he?s looking and looking, he?s looking and lookingHe?s looking at you, he?s looking at me, he?s looking and looking He?s looking and looking, He?s looking at you, he?s looking at meHe?s looking at us, he?s looking at we, ah shitHe?s looking atYou wake up every morning but baby boy your not sleepYour test full but your not onYour running fast but your not on your feet and your speed is thereYou run on but you not know, your climb inside but you can?t growFestering and festering til you fall to the floorYou screamed on but don?t say You work and work with no pay, you punch a clock but never end your dayYou take vacation but your not playing what we say by this time here my friends drink threeYou cry cry revolution, but which you want a solution But your more content being in pollution jump in the motion, and ask the notionHe?s looking and looking, he?s looking and looking, he?s looking and lookingHe?s looking at you, he?s looking at me, he?s looking at looking He?s looking and looking, He?s looking and you, he?s looking at meHe?s looking at us, he?s looking at we, ah shitHe?s looking atSelf love self preservation, Self love self preservation, Self love self preservationSelf love self preservation, Self love self preservation, Self love self preservationHe?s looking at Self love self preservation, Self love self preservation, Self love self preservationRepeatL O V E love yourselfL O V E love yourselfrepeatIf you don?t like your job, why don?t you just quit stop being a bitch love yourselfIf you believe things kind work out easily,I?m telling you if you don?t like what your mother?s telling you Then be a grown man and stand up on your own two and love yourselfIf your girlfriend?s is on welfare, then baby walk awayYou don?t have to care and love yourselfAnd if standing on the corner and pushing rocks up in your sock Ain?t what you want to do to night then love yourselfL O V E your L O V E your L O V E selfHe?s looking at love",1.0,495.0
Electronic,I can't get off my high horseAnd I can't let you goYou are the one whoYou are the one who makes me feel so real yeah yeah yeahOh what I'm I supposed toOh what I'm I supposed to do babyWhen I'm so hooked-up on youThen I realiseOh I realiseThat you are somebody else's guyOh yeahWhy you wanna do this to me boyCan you remember the times we spent togetherSharing the days in the sunThen I found out you were somebody else's loverAfter all the plans were made now they're shatteredStill I can't get off my high-horseI can't let you goYou are the oneWho makes me feel so realOh What I'm I supposed to doWhen I hooked so on youThen I realise that you're somebody else's guyThat day in September I'm sure you can rememberThat's when all the stuff hit the fanYou told me a lie and you didn't have an alibiBut baby yet I still careYou know I loved you so babyThat I can't let you go no noYou are the one who makes me feel so realOh what am I supposed to do when I'm hooked so on youAnd realise you're somebody else's guyYou know I loved you so babyThat I can't let you go no noYou are the one who makes me feel so realOh what am I supposed to do when I'm hooked so on youAnd then realise you're somebody else's guy(repeat above 3 times)You know I loved you so babyThat I can't let you go no noYou are the one who makes me feel so realOh what am I supposed to do when I'm hooked so on youAnd realise you're somebody else's guy(repeat to fade),1.0,279.0
Country,"Well me and Homer Jones and Big John Talley Had a big crap game goin' back in the alley And I kept rollin' them sevens , winnin' all them pots My luck was so good I could do no wrong I jest kept on rollin' and controllin' them bones And finally they jest threw up their hands and said ""When you hot, you hot"" I said ""Yeah?"" When you're hot, you're hot And when you're not, you're not Put all the money in and let's roll 'em again When you're hot, you're hot (La la la la la la la) (La la la la la) (La la la la la la la, when you're hot, you're hot) Well, now every time I rolled them dice I'd win And I was just gettin' ready to roll 'em again When I heard somethin' behind me I turned around and there was a big old cop He said ""Hello, boys"" and then he gave us a grin 'n' said ""Look like I'm gonna hafta haul you all in And keep all that money for evidence"" I said, ""Well, son when you hot, you hot"" He said ""Yeah"" When you're hot, you're hot And when you're not, you're not You can 'splain it all down at City Hall I say, yeah, when you're hot, you're hot You're hot (La la la la la la la) (La la la la la) (La la la la la la la, when you're hot, you're hot) Well, when he took us inta court I couldn't believe my eyes The judge was a fishin' buddy that I recognized I said ""Hey, judge, old buddy, old pal"" ""I'll pay ya that hundred I owe ya if you'll get me outta this spot"" So he gave my friends a little fine to pay He turned around and grinned at me and said ""Ninety days, Jerry, when you hot, you hot"" 'n' I said ""Thanks a lot"" When you're hot, you're hot And when you're not, you're not He let my friends go free and throwed the book at me He said ""Well, when you're hot, you're hot"" I said ""well I'll tell ya one thing judge, old buddy, old pal"" ""If you wasn't wearin' that black robe I'd take out in back of this courthouse >>>>""And I'd try a little bit of your honor on"" ""You understand that, you hillbilly?"" ""Who gonna collect my welfare?"" (When you're hot, you're hot"") ""Pay for my Cadillac?"" Whadda you mean 'contempt of court'?"" (When you're hot, you're hot"") ""Judge""",1.0,425.0
Rap,"Message Post: 6/10/90-never Subject: Louis Logic. You said it folks, this guy is clever
He got extra dope rhymes and punchlines forever. His stuff would catch in no time if his production guy was better
And there's nothing I like better than new battle lyrics. My favorite jam's Secret Agent, man. You have to hear it!
I heard it got a fat review in a mag or two, and now the majors want him. It would suck if that was true
It ain't a cat half as fat as Lou that's as true to stayin' indie, or dudes with punchlines on major labels sayin' any
He even answers all his e-mails if he's got a chance at all, and told me Ikon's real name was Vinnie

Maybe when he's gettin' chased by a bunch of sweaty faced, record snakes with chainsaws and machete blades

In pursuit like Leatherface and Jason, He'll be the first kid who don't forget his place and sustains the basement

Anyway, hit me on my e-mail if you disagree, or wanna spit a free. Later DMX63.",2.25,20.0
Pop,"First Floor (Uh, Oh) 
Room Sixteen (Uh, Oh) 
Smells like danger (Lets Go) 
Even better (Lets Go) 
Set your goals (Uh, Oh) 
Bless our souls (Uh, Oh) 
I'm in trouble (Yes I Know) 
But it feels like heaven (Hey!) 

You were like one of those guys 
The kind with the wandering eyes 
But I said, ?hey what the hell? once in my life i'll take a ride on the wild side 
You were so full of yourself 
But damn you were cute as well 
You liked my legs, I liked your moves 
Anyone could tell how is hard to deny that 

Did it again, now 
I got it all wrong 
But it felt so right 
I can't believe it 

And all the mistakes 
That went on for too long 
Wish there was a way 
I could delete 'em

Eh, eh, eh, eh, ah, ah, ah, ah 
Eh, eh, eh, eh, ah, ah, ah, ah 

Second night (Uh, Oh) 
In a row (Uh, Oh) 
Back in trouble (Lets go) 
I don't get it (Lets go) 
Gotta keep it down (Uh, Oh) 
Cause' the lobby called (Uh, Oh) 
We ignore it (yes, I know) 
It's getting better (Hey!) 

Hey! 

When it comes to men it's known 
That I end up choosing wrong 
Cause' I always trip and fall 
The same old rock and repeat 
and go back 

How blind a girl can be 
To miss you hide your ring 
Thought about everything 
I'm so naive imagining all that 

Did it again, now 
I got it all wrong 
But it felt so right 
I can't believe it 

And all the mistakes 
That went on for too long 
Wish there was a way 
I could delete 'em

Eh, eh, eh, eh, ah, ah, ah, ah 
Eh, eh, eh, eh, ah, ah, ah, ah 

It may seem to you 
that I am in a place 
Where I'm losing 
the direction of my life 
But I'm sure that this is 
nothing but a phase 
?Right back at ya,? 
'cause i'll survive

It may seem to you 
that I am in a place 
Where I'm losing 
the direction of my life 
But I'm sure that this is 
nothing but a phase 
?Right back at ya,? 
'cause i'll survive 

Did it again, now 
I got it all wrong 
But it felt so right 
I can't believe it

And all the mistakes 
That went on for too long 
Wish there was a way 
I could delete 'em

Did it again, now I got all wrong 
Eh, eh, eh ,eh, Ah, ah, ah, ah",4.647058823529412,5.367088607594937
Rap,"[Sau] Yeahhh.. a-ha-ha-ha![Red] Lyricist Lounge..[Sau] Yo, comin to you live[Red] Live, live, live[Sau] One-two, one-two[Red] One-two, one-two[ALL] One-two, one-two[Sau] Broadcastin live on W.K.Y. - A., it's Sa-Dog in the place and uhh[Red] (Yo, it's Funk Doc in the place and uhh)[Saukrates]Yo, yo, get prepared for the double-homicidal, spit realitySo rare got you thinkin it's from another galaxyOpened a whole bottle of throttle, WHOOP-ASSThen with one blast, I'm spillin your Mas ClamatoHang out the black Tahoe, animated like John BravoWith four fingers stuck in the five hoesof any given chickenhead, ridin shotgunI took a lesson from Knockboots, (??) popped 'em[Redman]It's Doc place your bets, I'm live D-88 cassetteI'm down low, I don't think me and my neighbors met (HI!)Raisinette sized hoes in your Avirex(You fall off) like inter-racial relationshipsIt's, the rare mooley, can't do nar' to meOnly kid in fifth grade with a infrared toolieI'm hard-headed, check sun like Con-EdaSick flows stay ridin with the paramedics[Saukrates]I fuck bitches freaky like albino winoswith five hoes, high off of Tae-Bo fine flowsPaint pictures, so scarythat motherfuckers say Sauk you spittin obituariesNot verses but viruses, get it?The mic is like pussy tight and I'm paid to hit it(You know you did it) I get the dough (Nigga switch your flow)I'm the real jiggalo, nigga you're Deuce BigalowTemporary, switchin like the seasons changeMy team rearrange and bring a whole decade of rainI bite through steel, with these jaws of, lifeGet rocked when Doc and Sauk is on the, mic[Redman]Broads used to say Redman, don't listen to himNow they whipped cause I'm in the bed, kissin on KimHips, guerilla my color my nail and my skinDipped in hair so get bears to box 'em inWith (GRRR) I'm the D, similar to MichiganI'm hittin the pussy, y'all babysittin themThat's why hoes wanna, flatten my MichelinsIn front of my house with, fuck you signs picketinPunkin out to a fight dog? It ain't usClean my teeth and Timberlands with the same brushI stretch your body out like Jack Lalanne doesO.J. attitude, Doc carry the same glovesRemember me, Doc's Da Name?Brick City, T-Dot, padlock the gameIf it reigns then it's Doc and big Sauk to blameHerbie Hancock MC's - ROCKIN IT[Chorus]We be kickin your ass.. on W.K.Y.A.We be kickin your ass.. on W.K.Y.A.[R] Say do it feel good to ya? (WHAT?)[R] Say do it feel good to ya? (Wait a minute!)[R] Say do it feel good to ya? (WHAT?)Yo.. exclusive on W.K.Y.A.[Saukrates]Hey DJ.. DJ.. DJ.. my DJ slice the one and twoMy hip-hop union's all in favor of cuttin youMy aphrodis' fo' scheez found a slut in youSoon as I find a frame strong enough to cut for twoI'm overstoked plus I'm airin dudeswith metaphors sicker than microwaved airplane foodI dare take two pulls, off the blunt that Red rolledwith head full of mari-when-I-bury-oneWack nigga chasin the clout thingtryin to out bling (bling) I knocks him out ringYo E TURN IT UP if niggaz is doubtinBout to bust, when it blows, we movin without him[Redman]Sauk, watch my two arms drop bombs on they entourageFuck you, the beef we love to jump it offDon't matter what hood Doc stompin onLook what I done to dog, bumba claatFucked up in the trunk of his aunt garageHe thought I clap guns, but my guns applaudFuck the guns, my palm is up to guardWhether I live or die is up to GodGuerilla tactics, way I, fuck a broadRobbin me? You might be, up in yourshospital with a IV, stuck in armTo finish off, it might be, (??)(Watch your back) or better yet, watch you frontWatch you die, over this cheap watch you wantHere it is!! The shells of a shotty cominSo next time I get stuck, it's accupunct'[Chorus 2X][ad libs to end]",1.0,713.0
RnB,"Could have been alright, could have been here tonight
Could have been sweet as wine, you could have been a lady
I could have been alright, I could have been here tonight
Could have been sweet as wine, you could have been a lady
They all need you, to make love to
When you awake, you find them on the bed, lyin beside you
They all love you, youre a good girl
And I aint surprised, when you realize, just where youre goin to

You could have been alright, you could have been here tonight
You could have been sweet as wine, you could have been a lady
It could have been alright, you could have been here tonight
Could have been sweet as wine, you could have been a lady

If I told you, where youre goin to
Youd laugh in my face, say Im out of place, mind your business
And they all want you, to make love to
Its ashame, the fate of the game, the way it delights you

You could have been alright, you could have been here tonight
You could have been sweet as wine, you could have been a lady
It could have been alright, you could have been here tonight
Could have been sweet as wine, you could have been a lady
Na, na na na na, na, na, na na na na, na
Na, na na na na, na, na na
Na, na na na na, na, na, na na na na, na
Na, na na na na, na, na na
Alright, you could have been here tonight
You could have been sweet as wine, you could have been a lady
It could have been alright, you could have been here tonight
Could have been sweet as wine, you could have been a lady",7.0,10.821428571428571
Metal,"Can't you see that we are
Running out of time
I am dying but I will not die
Somebody save me from myself
Somebody save me
Stop, wait a minute
Stop, sinking in it
Woe, not again
Now stop it you're exaggerating
Stop

Life's so screwed up
And I can't describe
All the bullshit that I feel inside
Somebody save me form my hell
Somebody save me
Stop

Somebody save me from myself
Somebody pleasae before I melt
Somebody save me from my hell
Somebody save me
Save me

Stop",5.5,4.090909090909091
Rap,"Intro:
UH
DefJam
Uh
RuffRyders
(The Snake the rat, the cat, the dog,

how you gon' see them if you livin in the fog)
My nigga TP creep with me

(The Snake the rat, the cat, the dog,

how you gon' see them if you livin in the fog)

Verse 1:DMX
Why is it every move I make turn out to be a bad one
Where's my guardian angel
need one, wish I had one
(I'm right here shorty and I'ma hold you down
and tryin' to fuck all these bitches I'ma show you how)
But who?
(My name D like you but my friends call me Damien
and I'ma put you into somethin' about this game we in
You and me could take it there
and you'll be the hottest nigga ever livin')
That's a givin'
(You'll see)
Hmmm thats what I've been wantin' all my life
Thinkin' 'bout my little man so I call my wife
Well your dada is about to make it happen

I'm about to make it rappin'
Today I met this cat
He said his name was Damien
He thinks that we're alot alike and wants to be my friend

HaHa yeah just like Chuckie

Yeah

Hook:
The Snake, the rat, the cat, the dog
How you gon' see them if you livin in the fog (4x)

Verse 2:
(Hey yo D)
What up D
(You a smooth nigga, I seen you
but nobody knew who pulled the trigger)
Yeah, you know it's always over doe
(You sure, I could've sworn it was over a hoe)
Na, na that ain't my style
(May you stay frontin' but you still my man
and I ain't goin' say nothin', got yo weed go 'head smoke it,
go 'head drink it, go 'head 'n fuck shorty
you know I can keep a secret
I'm about to have you drivin'
probably a Benz, but we gotta stay friends
Blood out, blood in)
Sounds good to me, fuck it, what I got to lose
Hmm nothin' I can think of, ANY NIGGA WOULD CHOOSE
Got me pushin' the whips, takin' trips across seas
Pockets stay laced, nigga I floss G's
For that nigga I would bleed, give him my right hand
Now that I think about it yo, that's my man

Hook

Verse 3:
(You like how everything is goin'
You like what I gave you? 
You know if you was goin' down
I'd be the one to save you! 
But yo I need a favor, these cat's across town hate me
Plus their behaviour hasn't been too good lately)
What!?! anything for you dog
Where them niggas at
(38th and Broadway)
Let me get the Gat
Run up on 'em strapped
Bust off caps on four niggas
Laid low for 'bout a month and killed two more niggas
Now I'm ready to chill but you still want me to kill
(Look at what I did for you dog, come on, keep it real)
Aight, fuck it, I'ma do it, who is it this time
(Hey yo remember that kid Sean you used to be with in 89)
Naw, that's my man
(I thought I was your man)
But yo, that's my nigga
(Hey who's your biggest fan, either do it or give me your right hand
That's what you said)
I see now, ain't nothin' but trouble ahead

Hook

In the fog, the fog
livin' in the fog
How you gon' see 'em if you livin' in the fog
How you gon' see 'em if you livin' in the fog
The snake, the rat, the cat, the dog
To be continued motherfuckers
Haaaaaahahaha",6.357142857142857,6.797752808988764
Pop,"I turn back time and now I'm back again
The world is mine, I'm on the road again
I'm fanatic, fanatic, fanatic
On the run, with the feeling I'm feeling now
I never gonna back down
I'm just the man with the plan
Here I am with my crew and with the
Mic in my hand I'm here to entertain you

Right here right now (nothing's gonna stop me)
I won't back down (never will surrender)
Right here right now (nothing's gonna stop me)
I won't back down (yeah, yeah, yeah)
Back again, back again
Now I'm back again

Back to turn back time and now I'm back again
I'm back where I belong
The world is mine, I'm on the road again
We're back where we left off
Back to turn back time and now we're back again
Back where we belong
The world is ours, we're on the road again

I could chill it for a minute
Committed to my own
Got myself together to trigger this endeavor and more
Just the things have changed now I'm
Back in the race
In this paper chase, we are craving for

Right here right now (nothing's gonna stop me)
I won't back down (never will surrender)
Right here right now (nothing's gonna stop me)
I won't back down (yeah, yeah, yeah)
Back again, back again
Now I'm back again

Back to turn back time and now I'm back again
I'm back where I belong
The world is mine, I'm on the road again
We're back where we left off
Back to turn back time and now we're back again
Back where we belong
The world is ours, we're on the road again

We will rock you
We will rock you

Back to turn back time and now I'm back again
I'm back where I belong
The world is mine, I'm on the road again
We're back where we left off
Back to turn back time and now we're back again
Back where we belong
The world is ours, we're on the road again",6.125,7.0
RnB,"I guess there's no good reason for livin'...
But I'll keep on livin' for you, baby...
There's nothing else to do, babe...
But spend my life holding you and lovin' you...
Oh...
If I ask you more than one million times to forgive me...
You think of a reason why...
that you should make me cry (don't make me cry)...
walk out and say goodbye away from me...

Oh...
I'm tired of the bright ideas about leavin' me...
when you know you ain't goin' nowhere...
but here with me...
here with me...
Let me tell you a thing...
stop and think of just how good I've been to you baby...

I'm causin' no trouble for you baby...
this story just can't be true, baby...
how can I convince you, baby...
but just tell you the truth...

I'm livin' for you... givin' for you... waitin' for you...
(lemme tell you what I'm doin'...)
I'm layin' for you... prayin' for you... workin' for you...
(...livin' my life, I tell you that...)
I'm livin' for you... givin' for you... givin' for you...
layin' for you... prayin' for you... workin' for you...
(everything I do I still...)
do with you... (something to) do with you...

[Fade]",5.8,6.9655172413793105
Country,"One dark and stormy night while riding down the line;
Railroad Bill, the engineer said, ""Boy, we'll have to fly!""
We've got to be on time, to meet old Number Four.
So sling the coal, we'll make it, boy, or never ride no more.
While in the rear boxcar, a lonely hobo lay,
Heading for his mother dear, who on her death-bed lay;
He raised a weary hand, to brush away a tear,
Not knowing his last drive was run, and Fate was drawing near.

When through the darkened night, a headlight bright did gleam,
O'er the roar of rolling wheels, a whistle load did scream;
As down around the curve, the mighty train did roar,
With black smoke rolling from the stack, came Flyer Number Four.

Then came an awful crash! Their last long drive was run,
On the track the hobo lay, his days of life were done;
And as the golden sun, sank slowly to the west,
His dear old mother gently smiled, and closed her eyes in death.",5.333333333333333,10.75
Country,"(Tony Joe White)
Before you go and walk out on me
Take a look around and tell me what you see.
Cause here I stand like an open book
Is there something here you might have overlooked.

And it would be a shame if you leave
And find that freedom ain't what you thought it would be.

The years we had were not all bad
In fact I know the good outweighed the bad.
And now you say that you've grown tired
And you want to be by yourself a while.

It would be a shame if you go
And find that freedom was a long time ago

I know you can't stand for chains to bind you
But they just keep on driving us apart.
And you could go where I would never find you
But could you go far enough to get away from you're heart.

So one more time for old times sake
Come and lay your head upon my chest.
Please don't throw this moment away.
We can forget the bad and take the best.

And if you don't have nothing left to say
Let me hold you one more time for old times sake.
And if you don't have nothing left to say
Let me hold you one more time for old times sake.",3.5714285714285716,8.76
Jazz,"Life is such a great adventure
Learn to live it as you go
No one in the world can censure 
What we do here below

Don't save your kisses, just pass them around

You'll find my reason is logic'lly sound

Who's going to know that you passed them around

A hundred years from today!

Why crave a penthouse that's fit for a queen

You're nearer Heaven on Mother Earth's green

If you had millions what would they all mean

A hundred years from today

So laugh and sing, make love the thing

Be happy while you may

There's always one, beneath the sun

Who's bound to make you feel that way

The moon is shining, and that's a good sign

Cling to me closer and say you'll be mine

Remember, darling, we won't see it shine

A hundred years from today

A hundred years from today



Don't save your kisses, just pass them around

You'll find my reason is logic'lly sound

Who's going to know that you passed them around

A hundred years from today!

Why crave a penthouse that's fit for a queen

You're nearer heaven on Mother Earth's green

If you had millions what would they all mean

A hundred years from today

So laugh and sing, make love the thing

Be happy while you may

There's always one, beneath the sun

Who's bound to make you feel that way

The moon is shining, and that's a good sign

Cling to me closer and say you'll be mine

Remember, darling, we won't see it shine

A hundred years from today",1.0857142857142856,6.894736842105263
Jazz,"(Joséphine Baker)
On dit qu'au delà des mers
Là-bas sous le ciel clair
Il existe une cité
Au séjour enchanté
Et sous les grands arbres noirs
Chaque soir
Vers elle s'en va tout mon espoir

J'ai deux amours
Mon pays et Paris
Par eux toujours
Mon c?ur est ravi
Manhattan est belle
Mais à quoi bon le nier
Ce qui m'ensorcelle
C'est Paris, c'est Paris tout entier

Le voir un jour
C'est mon rêve joli
J'ai deux amours
Mon pays et Paris

Manhattan est belle
Mais à quoi bon le nier
Ce qui m'ensorcelle
C'est Paris, c'est Paris tout entier

Le voir un jour
C'est mon rêve joli
J'ai deux amours
Mon pays et Paris",5.6,4.107142857142857
